Libéllé Département;Nom Famille;Code Produit;Code Coloris;Nom Produit;E-COMMERCE AXE 1;E-COMMERCE AXE 2;E-COMMERCE AXE 3;E-COMMERCE AXE 4;Marque;Theme;Libellé Court
FEMME;ACCESSOIRE AUTRE              ;77709001;14;PINCE/3FLEURS;;;;;AT FEMME;;PEIGNE A CHEVEUX
FEMME;VESTE ETE ML                  ;76879001;40;* VSIMILICUIR;;;;;AT FEMME;PONDICHERY;PERFECTO SIMILICUIR
FEMME;T SHIRT MC                    ;77130039;80;RAY/CLOUS;;;;;AFFINITES;IPANEMA;TEE SHIRT RAYURES MULTICO
FEMME;T SHIRT MC                    ;77130049;14;PAVANE;;;;;AFFINITES;MONSOON;TEE SHIRT FANTAISIE
FEMME;CHEMISIER MC                  ;77230005;40;CASHMI;;;;;AFFINITES;PONDICHERY;TUNIQUE IMPRIMEE SEQUINS
FEMME;JUPE VILLE                    ;77310009;41;* JMATERATRES;;;;;AFFINITES;PONDICHERY;JUPE TRESSE
FEMME;JUPE ETE                      ;77330007;15;VOILCACHEMIR;;;;;AFFINITES;JAIPUR;JUPON DETENTE
FEMME;PANTALON ETE                  ;77430019;10;CABOCHON;;;;;AFFINITES;PASHMINA;PANTALON NOIR DETENTE
FEMME;BIJOUTERIE                    ;77529011;14;S/PAPILLON;;;;;AT FEMME;;SAUTOIR METAL
FEMME;VESTE ETE ML                  ;76870002;15;* VRIME;;;;;AFFINITES;JAIPUR;VESTE FANTAISIE
FEMME;BIJOUTERIE                    ;77520033;13;NOEUD;;;;;AFFINITES;;COLLIER EMAIL
FEMME;ACCESSOIRE AUTRE              ;77709007;10;P/BEC;;;;;AT FEMME;;PINCE A CHEVEUX
FEMME;BIJOUTERIE                    ;77520026;14;TWIST;;;;;AFFINITES;;COLLIER METAL
FEMME;FOULARD ECHARPE               ;77530004;40;PONDISOIE;;;;;AFFINITES;;FOULARD CARRE DE SOIE
FEMME;BIJOUTERIE                    ;77520032;14;ANNEAUX;;;;;AFFINITES;;COLLIER METAL
FEMME;FOULARD ECHARPE               ;77530031;34;MONSOON;;;;;AFFINITES;;FOULARD BANDE SATIN
FEMME;BIJOUTERIE                    ;77529001;90;MULTICO;;;;;AT FEMME;;COLLIER VERRE
FEMME;BIJOUTERIE                    ;77529016;90;BO/ROCAILLE;;;;;AT FEMME;;BO FANTAISIE
FEMME;ROBE ETE                      ;76030010;65;BICONOEUD;;;;;AFFINITES;NACRE;ROBE VOLANTEE
FEMME;ROBE ETE                      ;76030017;10;FLEURSPLIS;;;;;AFFINITES;KALINKA;ROBE A VOLANTS
FEMME;IMPERMEABLE                   ;76510003;18;GOLDY;;;;;AFFINITES;NAVY POP;IMPER COURT UNI
FEMME;VESTE ETE MC                  ;76890004;26;EMBROIDLINEN;;;;;AFFINITES;IPANEMA;VESTE EN LIN DETENTE
FEMME;PULL FANTAISIE                ;77030004;23;RAYMULTICO;;;;;AFFINITES;PIONNIER;PULL FANTAISIE RAYE
FEMME;CARDIGAN                      ;77050009;13;FANCY CHINE;;;;;AFFINITES;NAVY POP;CARDIGAN LONG FANTAISIE
FEMME;CARDIGAN                      ;77050011;18;LONGVOLANTS;;;;;AFFINITES;JAIPUR;GILET VOLANTE
FEMME;CARDIGAN                      ;77050015;10;TORERO;;;;;AFFINITES;PASHMINA;GILET FANTAISIE
FEMME;CARDIGAN                      ;77050025;13;CACHVOILETTE;;;;;AFFINITES;MONSOON;GILET UNI VOILETTE
FEMME;CARDIGAN                      ;77050026;15;2 BTPOINTEL;;;;;AFFINITES;JAIPUR;GILET UNI AJOURE
FEMME;T SHIRT ML                    ;77110003;42;WESTERN 3/4;;;;;AFFINITES;NAVY POP;TEE SHIRT UNI FANTAISIE
FEMME;T SHIRT ML                    ;77110004;34;GATSBY;;;;;AFFINITES;MONSOON;TEE SHIRT UNI FANTAISIE
FEMME;T SHIRT ML                    ;77110015;67;NEW/DEVORE;;;;;AFFINITES;NAVY POP;TEE SHIRT FANTAISIE
FEMME;T SHIRT ML                    ;77110023;04;LINDENTZIP;;;;;AFFINITES;JAIPUR;GILET ZIPPE FANTAISIE
FEMME;T SHIRT ML;77120001;40;* TUNIFLEURS;;;;;AFFINITES;PIONNIER;TEE SHIRT FANTAISIE
FEMME;T SHIRT ML;77120006;10;GIL/CLOUS;;;;;AFFINITES;KALINKA;GILET OUVERT UNI
FEMME;T SHIRT ML;77120024;13;CLOUS/ETOILES;;;;;AFFINITES;NAVY POP;TEE SHIRT UNI FANTAISIE
FEMME;T SHIRT MC                    ;77130001;01;MACRA/BTS;;;;;AFFINITES;MONSOON;TEE SHIRT UNI FANTAISIE
FEMME;T SHIRT MC                    ;77130009;10;BHARATA;;;;;AFFINITES;PASHMINA;TEE SHIRT FANTAISIE
FEMME;T SHIRT MC                    ;77130017;40;DEV/ANEMONE;;;;;AFFINITES;PIONNIER;TEE SHIRT FANTAISIE
FEMME;T SHIRT MC                    ;77130057;03;PADDIGTON;;;;;AFFINITES;ROMANTIC DENIM;TEE SHIRT UNI
FEMME;T SHIRT MC;77140010;40;CHAT;;;;;AFFINITES;PIONNIER;TEE SHIRT FANTAISIE
FEMME;T SHIRT MC;77140016;26;DEV/NOUETTE;;;;;AFFINITES;IPANEMA;TEE SHIRT FANTAISIE
FEMME;T SHIRT MC;77140033;26;VISC/IPANEMA;;;;;AFFINITES;IPANEMA;TEE SHIRT FANTAISIE
FEMME;CHEMISIER ML                  ;77210010;26;POTIRON;;;;;AFFINITES;IPANEMA;TUNIQUE IMPRIMée DOUBLée
FEMME;CHEMISIER ML                  ;77219002;03;YORNOUEE UNI;;;;;AT FEMME;IPANEMA;TUNIQUE UNIE DOUBLEE
FEMME;CHEMISIER MC                  ;77230025;41;* ZIPO;;;;;AFFINITES;PONDICHERY;TUNIQUE IMPRIMEE POCHES ZIPPEES
FEMME;CHEMISIER MC                  ;77230049;40;NEVERS;;;;;AFFINITES;PIONNIER;TUNIQUE IMPRIMEE COL MACRAME
FEMME;CHEMISIER MC                  ;77230062;03;FLEURCUPRO;;;;;AFFINITES;JAIPUR;TUNIQUE UNIE COL BRODE
FEMME;CHEMISIER MC                  ;77230067;41;MIROIR;;;;;AFFINITES;KILIM;TUNIQUE UNIE BRODEE
FEMME;JUPE VILLE                    ;77310005;26;* JSIMILICUIR;;;;;AFFINITES;IPANEMA;JUPE SIMILI CUIR
FEMME;JUPE VILLE                    ;77310007;12;* JMONTAZIP;;;;;AFFINITES;NAVY POP;JUPE COTON ENDUIT
FEMME;JUPE VILLE                    ;77310008;41;* JGALBESEQUIN;;;;;AFFINITES;PONDICHERY;JUPE SEQUIN
FEMME;JUPE ETE                      ;77330005;64;NAPOLITA;;;;;AFFINITES;PRETTY;JUPE VILLE
FEMME;PANTALON ETE                  ;77430025;40;FLOWERZIP;;;;;AFFINITES;PIONNIER;JEAN BLEU AVEC CEINTURE
FEMME;PANTALON ETE                  ;77430032;25;JUMPBRODE;;;;;AFFINITES;MADAGASCAR;CORSAIRE DETENTE
FEMME;PANTALON ETE                  ;77430061;15;LEA PONT;;;;;AFFINITES;JAIPUR;PANTACOURT DETENTE
FEMME;PANTALON ETE                  ;77430069;82;* DOROTHY;;;;;AFFINITES;MADAGASCAR;PANTACOURT DETENTE
FEMME;CEINTURE                      ;77510019;25;EL/BARRETTE;;;;;AFFINITES;;ceinture elastiquée
FEMME;CEINTURE                      ;77519001;90;TISSEE;;;;;AT FEMME;;CEINTURE TISSEE
FEMME;FOULARD ECHARPE               ;77530042;03;PAMPILLE;;;;;AFFINITES;;ETOLE DENTELLE
FEMME;FOULARD ECHARPE               ;77539006;01;CEREBRODEE;;;;;AT FEMME;;ETOLE DENTELLE
FEMME;ACCESSOIRE AUTRE              ;77709005;64;PC/ELEPHANT;;;;;AT FEMME;;POIRTE CLE FANTAISIE
FEMME;VESTE ETE ML                  ;76870008;10;CLOUVESTE;;;;;AFFINITES;PASHMINA;VESTE DETENTE
FEMME;PULL UNI                      ;77019002;10;T-NOEUDCOL;;;;;AT FEMME;PASHMINA;PULL NOEUDS COL
FEMME;PULL FANTAISIE                ;77030002;03;SHINY POP BTS;;;;;AFFINITES;PIONNIER;PULL BOUTONS DOS
FEMME;T SHIRT ML                    ;77110004;12;GATSBY;;;;;AFFINITES;MONSOON;TEE SHIRT UNI FANTAISIE
FEMME;T SHIRT ML                    ;77110014;40;CABOCHONS;;;;;AFFINITES;PIONNIER;TEE SHIRT UNI FANTAISIE
FEMME;T SHIRT ML;77120007;41;BASE/PONDI;;;;;AFFINITES;PONDICHERY;TEE SHIRT FANTAISIE
FEMME;T SHIRT MC                    ;77130010;23;FLORA;;;;;AFFINITES;FOLK ARMY;TEE SHIRT FANTAISIE
FEMME;T SHIRT MC                    ;77130012;41;VOLIERE;;;;;AFFINITES;PONDICHERY;TEE SHIRT FANTAISIE
FEMME;T SHIRT MC                    ;77130013;23;AZTEQUE;;;;;AFFINITES;PONDICHERY;TEE SHIRT UNI FANTAISIE
FEMME;T SHIRT MC                    ;77130045;23;NOE;;;;;AFFINITES;FOLK ARMY;TEE SHIRT FANTAISIE
FEMME;T SHIRT MC                    ;77130055;03;MAHARDJA;;;;;AFFINITES;JAIPUR;TEE SHIRT FANTAISIE
FEMME;T SHIRT MC;77140002;13;DEV/PAPI-RAY;;;;;AFFINITES;;TEE SHIRT RAYE
FEMME;T SHIRT MC;77140003;40;CREPE/ZIP;;;;;AFFINITES;PONDICHERY;TEE SHIRT FANTAISIE
FEMME;T SHIRT MC;77140008;10;COL/STRASS;;;;;AFFINITES;PASHMINA;TEE SHIRT FANTAISIE
FEMME;T SHIRT MC;77140041;10;CRYST/ZIP;;;;;AFFINITES;PASHMINA;TEE SHIRT FANTAISIE
FEMME;T SHIRT MC;77140044;03;BTS/DENTELLE;;;;;AFFINITES;PONDICHERY;TEE SHIRT FANTAISIE
FEMME;TS BASIC;77160004;67;* BOXBOUTONS;;;;;AFFINITES;NAVY POP;TEE SHIRT UNI
FEMME;TS BASIC;77160005;40;* 3/4 CUBE;;;;;AFFINITES;PIONNIER;TEE SHIRT UNI
FEMME;CHEMISIER ML                  ;77210022;41;CLOUEPAUL;;;;;AFFINITES;PONDICHERY;TUNIQUE IMPRIMEE ELASTIQUEE
FEMME;JUPE VILLE                    ;77310012;10;SUEDEPATCH;;;;;AFFINITES;PASHMINA;JUPE PATCH IMPRIME
FEMME;JUPE ETE                      ;77330001;26;CHINO STUDS;;;;;AFFINITES;VINTAGE;JUPE COTON 2 POCHES
FEMME;PANTALON ETE                  ;77430004;04;PC COTONFRONCE;;;;;AFFINITES;VINTAGE;PANTACOURT DETENTE
FEMME;PANTALON ETE                  ;77430016;10;BUTTERFLY;;;;;AFFINITES;PASHMINA;PANTALON DETENTE
FEMME;BIJOUTERIE                    ;77520001;40;S/POUPEE;;;;;AFFINITES;;SAUTOIR POUPEE
FEMME;BIJOUTERIE                    ;77520017;14;CHAT;;;;;AFFINITES;;SAUTOIR METAL
FEMME;BIJOUTERIE                    ;77520020;14;BR/LUNE;;;;;AFFINITES;;BRACELET METAL
FEMME;BIJOUTERIE                    ;77520031;65;CARREVERRE;;;;;AFFINITES;;COLLIER PERLES EN VERRE
FEMME;BIJOUTERIE                    ;77529017;14;CABLESTRASS;;;;;AT FEMME;;SET COLLIER + BO
FEMME;FOULARD ECHARPE               ;77530032;42;NAVY POP;;;;;AFFINITES;;FOULARD BANDE SATIN
FEMME;FOULARD ECHARPE               ;77539007;13;SHINY;;;;;AT FEMME;;FOULARD UNI
FEMME;ROBE ETE                      ;76030001;15;PATCH PLUMETI;;;;;AFFINITES;JAIPUR;ROBE FANTAISIE
FEMME;IMPERMEABLE                   ;76510008;13;ZIGZAG;;;;;AFFINITES;NAVY POP;IMPER MI-LONG BICOLORE
FEMME;PULL FANTAISIE                ;77030009;13;2 EN 1 RAYE;;;;;AFFINITES;MONSOON;PULL RAYE
FEMME;T SHIRT MC                    ;77130007;10;BRODINCA;;;;;AFFINITES;KALINKA;TEE SHIRT FANTAISIE
FEMME;T SHIRT MC                    ;77130027;34;AMISH/MC;;;;;AFFINITES;MONSOON;TEE SHIRT UNI FANTAISIE
FEMME;T SHIRT MC                    ;77130038;01;RAY/POIS;;;;;AFFINITES;PIONNIER;TEE SHIRT RAYE
FEMME;T SHIRT MC                    ;77130047;37;DEV/UNI;;;;;AFFINITES;MONSOON;TEE SHIRT UNI
FEMME;T SHIRT MC;77140054;40;CROP/FLAMME;;;;;AFFINITES;PIONNIER;TEE SHIRT 2 EN 1
FEMME;TS BASIC;77160006;10;* DEBBOUTONS;;;;;AFFINITES;BASI;DEBARDEUR UNI
FEMME;CHEMISIER ML                  ;77210012;42;* UNI MATEL;;;;;AFFINITES;NAVY POP;TUNIQUE UNIE MATELASSAGE EPAULE
FEMME;CHEMISIER MC                  ;77230025;32;* ZIPO;;;;;AFFINITES;FOLK ARMY;TUNIQUE IMPRIMEE POCHES ZIPPEES
FEMME;CHEMISIER MC                  ;77239001;10;RADIS;;;;;AT FEMME;KALINKA;TUNIQUE IMPRIMEE BIAIS CONTRASTE
FEMME;PANTALON ETE                  ;77430007;40;PT FRISE EAGLE;;;;;AFFINITES;IPANEMA;JEAN BLEU DETENTE
FEMME;PANTALON ETE                  ;77430067;23;DOROTHY;;;;;AFFINITES;PONDICHERY;PANTACOURT DETENTE BRODE
FEMME;CEINTURE                      ;77510005;26;IPAMENA;;;;;AFFINITES;;CEINTURE TISSEE
FEMME;ROBE ETE                      ;76039007;15;UNILIN;;;;;AT FEMME;JAIPUR;ROBE EN LIN
FEMME;CHEMISIER MC                  ;77230021;01;* SOURIS;;;;;AFFINITES;MONSOON;TUNIQUE IMPRIMEE ELASTIQUEE
FEMME;JUPE VILLE                    ;77319002;10;* JKALINKA;;;;;AT FEMME;KALINKA;JUPE DROITE IMPRIMEE
FEMME;JUPE VILLE                    ;77319003;10;LONGUE IMP;;;;;AT FEMME;PASHMINA;JUPE IMPRIMEE DETENTE
FEMME;BIJOUTERIE                    ;77529004;40;PLASTRON;;;;;AT FEMME;;COLLIER PERLES DE VERRE
FEMME;FOULARD ECHARPE               ;77530036;65;LEODOUX;;;;;AFFINITES;;ETOLE TISSEE
FEMME;T SHIRT MC                    ;77130002;62;BROD/EPAULE;;;;;AFFINITES;PONDICHERY;TEE SHIRT UNI FANTAISIE
FEMME;T SHIRT MC;77140006;41;DEV/FL- PONDI;;;;;AFFINITES;PONDICHERY;TEE SHIRT FANTAISIE
FEMME;BIJOUTERIE                    ;77520016;10;BR/HIBOU;;;;;AFFINITES;;BRACELET METAL
FEMME;FOULARD ECHARPE               ;77539005;01;CEREPLISSE;;;;;AT FEMME;;ETOLE DENTELLE
FEMME;FOULARD ECHARPE               ;77530038;03;DENTFEUILLE;;;;;AFFINITES;;ETOLE DENTELLE
FEMME;ACCESSOIRE AUTRE              ;77709007;20;P/BEC;;;;;AT FEMME;;PINCE A CHEVEUX
FEMME;FOULARD ECHARPE               ;77539004;26;UNIPAILLETTE;;;;;AT FEMME;;FOULARD UNI
FEMME;ROBE ETE                      ;76030005;03;RDENTELLE;;;;;AFFINITES;NACRE;ROBE FANTAISIE
FEMME;ROBE ETE                      ;76030019;10;DENTOCEANE;;;;;AFFINITES;PASHMINA;ROBE EN DENTELLE
FEMME;IMPERMEABLE                   ;76510002;26;HOOK POP;;;;;AFFINITES;IPANEMA;IMPER MI-LONG UNI
FEMME;PEAU                          ;76700001;84;PU QUILTING;;;;;AFFINITES;FOLK ARMY;BLOUSON EN PU
FEMME;PEAU                          ;76700003;41;PU SOLEIL;;;;;AFFINITES;PONDICHERY;BLOUSON EN PU
FEMME;VESTE ETE ML                  ;76879004;26;EMBOSSESOUPLE;;;;;AT FEMME;IPANEMA;VESTE EN SIMILI CUIR
FEMME;VESTE ETE MC                  ;76890005;15;BASICLINEN;;;;;AFFINITES;JAIPUR;VESTE EN LIN DETENTE
FEMME;PULL UNI                      ;77010008;03;CROOPOILU;;;;;AFFINITES;IPANEMA;PULL COURT POILU 
FEMME;PULL UNI                      ;77019003;12;CS-NOEUDOS;;;;;AT FEMME;NAVY POP;PULL NOEUDS DOS
FEMME;PULL FANTAISIE                ;77030011;26;AJOURSOURIS;;;;;AFFINITES;IPANEMA;PULL MANCHES CHAUVE-SOURIS
FEMME;CARDIGAN                      ;77050013;26;VESTON;;;;;AFFINITES;IPANEMA;GILET UNI COL ECHARPE
FEMME;CARDIGAN                      ;77050021;12;CASANOVA;;;;;AFFINITES;MONSOON;GILET UNI ZIPPE
FEMME;T SHIRT ML;77120018;40;RAYE/BRODE;;;;;AFFINITES;ROMANTIC DENIM;TEE SHIRT RAYE
FEMME;T SHIRT ML;77120027;10;SAT/PLACE;;;;;AFFINITES;PASHMINA;TUNIQUE FANTAISIE
FEMME;T SHIRT MC                    ;77130022;01;J/INDIAN;;;;;AFFINITES;PONDICHERY;TEE SHIRT FANTAISIE
FEMME;T SHIRT MC                    ;77130029;03;GANESH;;;;;AFFINITES;IPANEMA;TEE SHIRT FANTAISIE
FEMME;T SHIRT MC                    ;77130031;01;TUNICABO;;;;;AFFINITES;PONDICHERY;TEE SHIRT UNI
FEMME;T SHIRT MC                    ;77130039;62;RAY/CLOUS;;;;;AFFINITES;PONDICHERY;TEE SHIRT RAYURES MULTICO
FEMME;T SHIRT MC;77140015;12;DENT/MOON;;;;;AFFINITES;MONSOON;TEE SHIRT FANTAISIE
FEMME;CHEMISIER ML                  ;77210008;32;YORNOUEE;;;;;AFFINITES;FOLK ARMY;TUNIQUE BOULE IMPRIMEE
FEMME;CHEMISIER ML                  ;77210012;03;* UNI MATEL;;;;;AFFINITES;FOLK ARMY;TUNIQUE UNIE MATELASSAGE EPAULE
FEMME;CHEMISIER ML                  ;77210015;62;* BICOLOJAK;;;;;AFFINITES;PONDICHERY;TUNIQUE UNIE BICOLORE
FEMME;CHEMISIER ML                  ;77210019;10;FOLKMACRA;;;;;AFFINITES;KALINKA;TUNIQUE IMPRIMEE MACRAME
FEMME;CHEMISIER ML                  ;77210020;41;CROISEDOUB;;;;;AFFINITES;PONDICHERY;TUNIQUE CROISEE IMPRIMEE
FEMME;CHEMISIER MC                  ;77230022;40;* RUBY;;;;;AFFINITES;PONDICHERY;TUNIQUE IMPRIMEE ELASTIQUEE
FEMME;CHEMISIER MC                  ;77230026;03;* ARMADA;;;;;AFFINITES;FOLK ARMY;CHEMISE IMPRIMEE POCHES
FEMME;CHEMISIER MC                  ;77230031;32;* SOFIA;;;;;AFFINITES;FOLK ARMY;CHEMISE LONGUE IMPRIMEE
FEMME;CHEMISIER MC                  ;77230034;33;PERROQUET;;;;;AFFINITES;FOLK ARMY;TUNIQUE UNIE CLOUTEE
FEMME;CHEMISIER MC                  ;77230041;10;OREOH;;;;;AFFINITES;KALINKA;TUNIQUE LONGUE IMPRIMEE
FEMME;CHEMISIER MC                  ;77230064;01;JULES;;;;;AFFINITES;PIONNIER;TUNIQUE IMPRIMEE CHAMBRAY
FEMME;JUPE VILLE                    ;77310004;10;PU SKIRT;;;;;AFFINITES;KALINKA;JUPE DROITE EN PU
FEMME;JUPE VILLE                    ;77310016;10;FOLKMACRA;;;;;AFFINITES;KALINKA;JUPE IMPRIMEE CEINTUREE
FEMME;JUPE VILLE                    ;77319006;10;IBIS;;;;;AT FEMME;PASHMINA;JUPE IMPRIMEE DETENTE
FEMME;JUPE ETE                      ;77330002;32;BRODE SEQUINS;;;;;AFFINITES;FOLK ARMY;JUPE DROITE A SEQUINS
FEMME;PANTALON ETE                  ;77430004;41;PC COTONFRONCE;;;;;AFFINITES;PONDICHERY;PANTACOURT DETENTE
FEMME;PANTALON ETE                  ;77430040;40;QUILTING ZIP;;;;;AFFINITES;PONDICHERY;JEAN BLEU DETENTE
FEMME;PANTALON ETE                  ;77430043;41;PYRAZIP;;;;;AFFINITES;PONDICHERY;PANTACOURT DETENTE
FEMME;PANTALON ETE                  ;77430048;04;* PMATERATRES;;;;;AFFINITES;JAIPUR;PANTALON TRESSE
FEMME;PANTALON ETE                  ;77430056;10;LEGMILAZIP;;;;;AFFINITES;PASHMINA;LEGGING MILANO
FEMME;PANTALON ETE                  ;77430072;41;TOILESTRASS;;;;;AFFINITES;PONDICHERY;PANTALON VILLE
FEMME;CEINTURE                      ;77510002;26;EL/LOSANGE;;;;;AFFINITES;;CEINTURE ELASTIQUEE
FEMME;CEINTURE                      ;77510015;01;EL/OVAL;;;;;AFFINITES;;CEINTURE ELASTIQUEE
FEMME;BIJOUTERIE                    ;77520041;13;GALET;;;;;AFFINITES;;COLLIER EMAIL
FEMME;BIJOUTERIE                    ;77529002;84;NACRE FOLK;;;;;AT FEMME;;COLLIER NACRE
FEMME;FOULARD ECHARPE               ;77530027;03;TRIDENTELLE;;;;;AFFINITES;;FOULARD DENTELLE
FEMME;ROBE ETE                      ;76030027;40;FOULARD;;;;;AFFINITES;PONDICHERY;ROBE EN CHIFFON
FEMME;ROBE ETE                      ;76039006;10;BICOLIN;;;;;AT FEMME;PASHMINA;ROBE EN LIN 
FEMME;VESTE ETE MC                  ;76890002;15;LIN FOILED;;;;;AFFINITES;JAIPUR;VESTE EN LIN
FEMME;VESTE ETE MC                  ;76890013;40;LEAZIP;;;;;AFFINITES;ROMANTIC DENIM;SPENCER ZIPPE
FEMME;VESTE ETE MC                  ;76890017;18;* VSAHARA;;;;;AFFINITES;JAIPUR;SAHARIENNE TRANSFERT
FEMME;PULL UNI                      ;77010005;40;COEUR PLUIE;;;;;AFFINITES;PIONNIER;PULL MOTIF COEURS
FEMME;CARDIGAN                      ;77050003;12;CARDPOILU;;;;;AFFINITES;MONSOON;CARDIGAN POILU
FEMME;CARDIGAN                      ;77050022;40;PARAPVOILET;;;;;AFFINITES;PIONNIER;GILET EN VOILETTE
FEMME;T SHIRT ML                    ;77110006;10;ZACHARY;;;;;AFFINITES;PASHMINA;TEE SHIRT FANTAISIE
FEMME;T SHIRT MC                    ;77130011;26;BASIC/STUDS;;;;;AFFINITES;IPANEMA;TEE SHIRT UNI FANTAISIE
FEMME;T SHIRT MC                    ;77130013;84;AZTEQUE;;;;;AFFINITES;FOLK ARMY;TEE SHIRT UNI FANTAISIE
FEMME;T SHIRT MC                    ;77130037;01;TARINEON;;;;;AFFINITES;PONDICHERY;TEE SHIRT FANTAISIE
FEMME;T SHIRT MC                    ;77130046;26;LIMA;;;;;AFFINITES;IPANEMA;TEE SHIRT FANTAISIE
FEMME;T SHIRT MC;77140023;33;* MCPOCKET;;;;;AFFINITES;FOLK ARMY;TEE SHIRT FANTAISIE
FEMME;T SHIRT MC;77140040;40;* RAYEDENTELLE;;;;;AFFINITES;ROMANTIC DENIM;TEE SHIRT FANTAISIE
FEMME;CHEMISIER MC                  ;77230029;10;DALTON;;;;;AFFINITES;PASHMINA;TUNIQUE IMPRIMEE CONTRASTEE
FEMME;CHEMISIER MC                  ;77230062;26;FLEURCUPRO;;;;;AFFINITES;VINTAGE;TUNIQUE UNIE COL BRODE
FEMME;JUPE ETE                      ;77330017;41;* PONDIKAT;;;;;AFFINITES;PONDICHERY;JUPE MAILLE IMPRIMEE
FEMME;PANTALON ETE                  ;77430020;26;PC SHINY COTON;;;;;AFFINITES;IPANEMA;PANTACOURT EN COTON STRETCH ENDUIT
FEMME;PANTALON ETE                  ;77430028;12;PCFLAMMEZIP;;;;;AFFINITES;MONSOON;PANTACOURT DETENTE EN COTON
FEMME;PANTALON ETE                  ;77430063;40;* PCDARKGALON;;;;;AFFINITES;IPANEMA;PANTACOURT JEAN CEINTUREE
FEMME;PANTALON ETE                  ;77430066;18;* PSAHARA;;;;;AFFINITES;JAIPUR;PANTALON TRANSFERT
FEMME;CEINTURE                      ;77510009;14;EL/CAFE;;;;;AFFINITES;;CEINTURE ELASTIQUEE
FEMME;BIJOUTERIE                    ;77520035;14;S/PLUME;;;;;AFFINITES;;SAUTOIR METAL
FEMME;ROBE ETE                      ;76030012;10;DORAINE;;;;;AFFINITES;PASHMINA;ROBE FAUX PORTEFEUILLE
FEMME;VESTE ETE ML                  ;76870009;41;* VLUCAS;;;;;AFFINITES;PONDICHERY;VESTE JACQUARD
FEMME;PULL FANTAISIE                ;77030006;32;RAYECOEUR;;;;;AFFINITES;FOLK ARMY;PULL MOTIF COEUR
FEMME;T SHIRT ML;77120019;13;CANICHE/CLOUS;;;;;AFFINITES;MONSOON;TEE SHIRT UNI 
FEMME;T SHIRT MC                    ;77130004;01;POLOPATTE;;;;;AFFINITES;NAVY POP;TEE SHIRT UNI FANTAISIE
FEMME;T SHIRT MC                    ;77130012;13;VOLIERE;;;;;AFFINITES;MONSOON;TEE SHIRT FANTAISIE
FEMME;T SHIRT MC                    ;77130022;13;J/INDIAN;;;;;AFFINITES;MONSOON;TEE SHIRT FANTAISIE
FEMME;T SHIRT MC                    ;77130044;15;DEV/SEQUINS;;;;;AFFINITES;JAIPUR;TEE SHIRT FANTAISIE
FEMME;T SHIRT MC                    ;77130047;68;DEV/UNI;;;;;AFFINITES;PONDICHERY;TEE SHIRT UNI
FEMME;T SHIRT MC;77140021;13;* FLEUR NOEUD;;;;;AFFINITES;MONSOON;TEE SHIRT FANTAISIE
FEMME;CHEMISIER ML                  ;77210012;64;* UNI MATEL;;;;;AFFINITES;KALINKA;TUNIQUE UNIE MATELASSAGE EPAULE
FEMME;CHEMISIER ML                  ;77210025;41;CUPROBRODE;;;;;AFFINITES;PONDICHERY;TUNIQUE UNIE ELASTIQUEE
FEMME;CHEMISIER MC                  ;77230037;23;ROMY;;;;;AFFINITES;PIONNIER;TUNIQUE IMPRIMEE MACRAME
FEMME;CHEMISIER MC                  ;77230073;41;ZIPEPAULE;;;;;AFFINITES;;TUNIQUE ZIP EPAULE
FEMME;JUPE VILLE                    ;77319001;23;* JSIMILICUIR;;;;;AT FEMME;PASHMINA;JUPE SIMILICUIR
FEMME;PANTALON ETE                  ;77430024;40;BLOSSUM;;;;;AFFINITES;PIONNIER;JEAN BLEU DETENTE
FEMME;PANTALON ETE                  ;77430027;13;PCJEANJACQUARD;;;;;AFFINITES;MONSOON;PANTACOURT JEAN GRIS DETENTE
FEMME;PANTALON ETE                  ;77430041;40;PC BRODEZIP;;;;;AFFINITES;FOLK ARMY;PANTACOURT DETENTE JEAN BLEU
FEMME;BIJOUTERIE                    ;77520019;14;BR/TWIST;;;;;AFFINITES;;BRACELET METAL
FEMME;BIJOUTERIE                    ;77529010;40;MULTIFACETTE;;;;;AT FEMME;;COLLIER PERLES VERRE
FEMME;BIJOUTERIE                    ;77529020;14;BO ROSACE;;;;;AT FEMME;;BO STRASS
FEMME;ACCESSOIRE AUTRE              ;77709009;20;4 PINCES;;;;;AT FEMME;;PINCES A CHEVEU
FEMME;T SHIRT ML                    ;77110002;13;IXTAPA;;;;;AFFINITES;MONSOON;TEE SHIRT FANTAISIE
FEMME;BIJOUTERIE                    ;77529018;14;3 COLORS;;;;;AT FEMME;;COLLIER METAL
FEMME;FOULARD ECHARPE               ;77530008;26;PASHCASH;;;;;AFFINITES;;FOULARD IMPRIME
FEMME;FOULARD ECHARPE               ;77530015;13;POIS;;;;;AFFINITES;;FOULARD FANTAISIE
FEMME;FOULARD ECHARPE               ;77530028;03;BRODERIE;;;;;AFFINITES;;FOULARD UNI BRODE
FEMME;FOULARD ECHARPE               ;77530044;65;CEREBELLA;;;;;AFFINITES;;ETOLE TISSEE
FEMME;ROBE ETE                      ;76030029;03;NACRE;;;;;AFFINITES;NACRE;ROBE EN DENTELLE
FEMME;CHEMISIER MC                  ;77230011;03;JAIHO;;;;;AFFINITES;JAIPUR;TUNIQUE IMPRIMEE SEQUINS
FEMME;BIJOUTERIE                    ;77520036;90;KILIMCHAINE;;;;;AFFINITES;;COLLIER METAL
